Size	Statistic	p.value	p.adj	avg.logfc	avg.logfc.dir	direction	significance
AKAP8	192	2322919.5	0.1	0.1527	0.912088720631364	-1.03777213594839	-1	69.26328857794
RPS10	187	2390037	0.1	0.1527	0.886605811015768	-0.88212766918508	-1	67.3281367855915
EIF4G2	182	2543187	0.1	0.1527	1.08540820992851	-1.01794425996045	-1	82.4250320923862
HNRNPU	195	2599578.5	0.1	0.1527	0.780965327068716	-0.76902617558163	-1	59.3058828538984
TROVE2	195	2558662.5	0.1	0.1527	0.911271785026774	-0.909611081091127	-1	69.2012511409556
SRSF1	194	2649760	0.1	0.1527	0.793221670015017	0.74438893522309	1	60.2366197429723
DDX24	197	2481313	0.1	0.1527	0.778632500913713	-0.780957073518572	-1	59.1287298998916
EIF2S2	185	2405641.5	0.1	0.1527	0.757134147426582	-0.702084418520072	-1	57.4961621158069
ESF1	187	2287157.5	0.1	0.1527	0.953462582903433	0.889892637090791	1	72.4051866162695
TBRG4	190	2289940.5	0.1	0.1527	0.930472478604815	-1.00076247035065	-1	70.659336467646
DNAJC21	190	2508117	0.1	0.1527	1.1928046655183	1.16462248942489	1	90.5806331074
SF3B4	189	2349181.5	0.1	0.1527	0.76460532548244	-0.756035930522276	-1	58.0635174070136
RPS19	184	2512988.5	0.1	0.1527	1.01288345295227	1.06573130294746	1	76.9175600034728
SUCLG1	192	2443701.5	0.1	0.1527	0.922573872193675	-1.04962225053097	-1	70.0595226087051
CNOT7	192	2395909.5	0.1	0.1527	0.969299916937789	-1.02411998914261	-1	73.6078611069348
EFTUD2	196	2684946	0.1	0.1527	0.777318484694096	-0.761294803331177	-1	59.0289445582283
PUM2	187	2441672	0.1	0.1527	0.830979010474658	-0.865002939288715	-1	63.1038820048949
SMN1	179	2177750.5	0.1	0.1527	0.819809864099012	-0.742604934306246	-1	62.2557059545979
PRPF8	189	2551126	0.1	0.1527	0.863690014074636	-0.730628692523204	-1	65.5879294783151
EIF3G	192	2707627.5	0.1	0.1527	0.981116570459349	-0.889961672886871	-1	74.5052083324578
RBM25	192	2423017.5	0.1	0.1527	0.7004963708404	-0.64638323357028	-1	53.1951346221371
DDX47	195	2865557.5	0.1	0.1527	0.916941046290965	0.897132156819132	1	69.6317703109477
ADAR	174	2364911.5	0.1	0.1527	1.12849774344172	-1.1709535014642	-1	85.6972168337441
MSI2	193	2540337.5	0.1	0.1527	0.782310449574364	-0.72551303883059	-1	59.4080303820652
EEF2	194	2801865.5	0.1	0.1527	0.970091190441893	-1.12018758200116	-1	73.6679497845153
PNPT1	184	2288826.5	0.1	0.1527	1.10094085082772	-1.1980816432394	-1	83.6045684298546
PABPC1	180	2325298.5	0.1	0.1527	1.02715207314915	1.00876664828008	1	78.0011076189079
NELFE	193	2880029	0.1	0.1527	0.898155822877588	0.987105335735186	1	68.205235456552
DDX28	189	2438579.5	0.1	0.1527	0.797084588209327	-0.815643525150289	-1	60.5299666637195
RRP9	188	2404980	0.1	0.1527	0.857555786631811	-0.907180188905374	-1	65.1221011482805
HSPD1	189	2369375	0.1	0.1527	0.854971940517671	-0.867472153342043	-1	64.9258859391715
CPSF7	176	2174504	0.1	0.1527	1.09520958905169	-1.2714108309579	-1	83.1693409905392
NOL12	196	2716331	0.1	0.1527	1.07852979747579	-1.00117616182046	-1	81.902690947392
ATP5C1	197	2507265.5	0.1	0.1527	0.926546310752789	-1.1040059382153	-1	70.3611864184358
XRCC6	190	2608469	0.1	0.1527	1.0174490882248	0.993243225162062	1	77.2642706975854
SLTM	186	2439689.5	0.1	0.1527	0.987024868127757	-0.877660741859737	-1	74.9538797359678
