Name	ID	Size	meanAbsT0	padog0	PmeanAbsT	p.value	p.adj	avg.logfc	avg.logfc.dir	direction	significance
DDX3X	DDX3X	DDX3X	188	6.31355540845496	10.6393812267002	0.000526315789473684	0.000526315789473684	0.00357531760435572	0.900138736181632	-0.877744063980779	-1	97.3271294959803
AKAP8	AKAP8	AKAP8	192	4.9895130123386	7.40562049742584	0.000526315789473684	0.000526315789473684	0.00357531760435572	0.700081689092245	-0.591427083641299	-1	75.6960438132914
RPS10	RPS10	RPS10	187	3.05874870895824	5.9958224559151	0.000526315789473684	0.000526315789473684	0.00357531760435572	0.749684991254317	-0.592801561357596	-1	81.0593803956446
HNRNPU	HNRNPU	HNRNPU	195	2.79663430474829	6.51868326205044	0.000526315789473684	0.000526315789473684	0.00357531760435572	0.636806014953571	-0.571456403578331	-1	68.8543876515266
HNRNPA1	HNRNPA1	HNRNPA1	183	5.76035106728826	8.1132950361178	0.000526315789473684	0.000526315789473684	0.00357531760435572	0.832991326330935	0.903041507652001	1	90.0668435076438
SF3B4	SF3B4	SF3B4	189	2.42324457792953	6.84660253668096	0.421052631578947	0.000526315789473684	0.00357531760435572	0.6445511107416	-0.694818738851054	-1	69.6918229383558
RPS19	RPS19	RPS19	184	6.00217308063781	9.82805872429265	0.421052631578947	0.000526315789473684	0.00357531760435572	0.777573845515969	-0.712796867024452	-1	84.0748512570949
EFTUD2	EFTUD2	EFTUD2	196	2.7896895242546	6.13771351340678	0.000526315789473684	0.000526315789473684	0.00357531760435572	0.7435823906749	-0.68782297464315	-1	80.3995392256327
TARDBP	TARDBP	TARDBP	193	3.00560008064359	7.58795384222838	0.000526315789473684	0.000526315789473684	0.00357531760435572	0.740191502820404	-0.696842449761704	-1	80.0329008752815
EIF3G	EIF3G	EIF3G	192	5.0454433394459	8.86177473835185	0.000526315789473684	0.000526315789473684	0.00357531760435572	0.67029679130826	-0.661144548591233	-1	72.4755640282047
ATP5C1	ATP5C1	ATP5C1	197	2.66324735716626	4.63391884791902	0.000526315789473684	0.000526315789473684	0.00357531760435572	0.807086886378992	-0.642340166548892	-1	87.2659366247576
XRCC6	XRCC6	XRCC6	190	4.22167941570912	7.88258949506021	0.421052631578947	0.000526315789473684	0.00357531760435572	0.690637787006269	-0.595176204152357	-1	74.674925796342
KRR1	KRR1	KRR1	191	6.03044234774774	10.0129299923495	0.000526315789473684	0.000526315789473684	0.00357531760435572	0.924859020134575	-0.889075378538381	-1	100
TRIM56	TRIM56	TRIM56	195	3.3421394362388	5.87383891120736	0.000526315789473684	0.000526315789473684	0.00357531760435572	0.743619075477855	-0.700433470533024	-1	80.4035057548178
IGF2BP3	IGF2BP3	IGF2BP3	191	3.2045455452296	6.24736403526212	0.000526315789473684	0.000526315789473684	0.00357531760435572	0.777428708021747	-0.726657560911943	-1	84.0591583254088
DKC1	DKC1	DKC1	190	5.0073891272667	8.25873503451604	0.000526315789473684	0.000526315789473684	0.00357531760435572	0.842719070897787	0.994775552215239	1	91.1186518757383
DDX27	DDX27	DDX27	188	7.15980216047189	11.1697004143698	0.000526315789473684	0.000526315789473684	0.00357531760435572	0.797657867443793	-0.691392854340372	-1	86.2464278423458
PUS1	PUS1	PUS1	193	2.8462166383956	6.10371731349626	0.000526315789473684	0.000526315789473684	0.00357531760435572	0.670438746792367	-0.598432383406024	-1	72.4909129063598
HNRNPC	HNRNPC	HNRNPC	196	3.77467078731467	7.33982955312606	0.000526315789473684	0.000526315789473684	0.00357531760435572	0.650861997659833	-0.603340015009618	-1	70.3741849828234
EIF3D	EIF3D	EIF3D	185	6.49300243815891	10.3064837163651	0.000526315789473684	0.000526315789473684	0.00357531760435572	0.853770055685548	-0.770840558524592	-1	92.3135350468137
FTO	FTO	FTO	192	3.18093653384433	6.6898077479452	0.0526315789473684	0.000526315789473684	0.00357531760435572	0.779619152688135	0.995423699035955	1	84.2959992512907
MATR3	MATR3	MATR3	192	3.19366438260588	8.14434551307157	0.000526315789473684	0.000526315789473684	0.00357531760435572	0.698070400318173	-0.655501359690542	-1	75.4785740443552
NSUN2	NSUN2	NSUN2	196	2.69082566403404	4.78467261331742	0.000526315789473684	0.000526315789473684	0.00357531760435572	0.701821922218206	-0.571966181331056	-1	75.8842058021
GRSF1	GRSF1	GRSF1	192	3.22104971449794	5.39091863610056	0.000526315789473684	0.000526315789473684	0.00357531760435572	0.746734148669499	-0.661557426379002	-1	80.7403217585361
MAGOH	MAGOH	MAGOH	183	4.51715781478305	8.576371918821	0.000526315789473684	0.000526315789473684	0.00357531760435572	0.812723220012528	-0.688512912850874	-1	87.8753628736054
RAVER1	RAVER1	RAVER1	190	4.06902799421618	8.65579044706428	0.000526315789473684	0.000526315789473684	0.00357531760435572	0.654166370404952	-0.579800279252225	-1	70.7314689226652
U2AF2	U2AF2	U2AF2	189	2.6479801008245	6.77298784949719	0.000526315789473684	0.000526315789473684	0.00357531760435572	0.684331623374772	-0.678349112081822	-1	73.9930744553041
SNRNP200	SNRNP200	SNRNP200	195	2.58223531619271	6.39051194958715	0.000526315789473684	0.000526315789473684	0.00357531760435572	0.703394416401825	-0.694696434815241	-1	76.0542310869689
EIF4A3	EIF4A3	EIF4A3	188	6.27417293403062	10.6198629367577	0.421052631578947	0.000526315789473684	0.00357531760435572	0.833935043036276	0.922195814761573	1	90.1688824870769
EIF4G2	EIF4G2	EIF4G2	182	4.60670818197908	5.87191427192338	0.0526315789473684	0.0526315789473684	0.22060470324748	0.86393472837134	1.14621614645076	1	25.0602888066731
EEF2	EEF2	EEF2	194	4.4448108462156	8.68274929728264	0.0526315789473684	0.0526315789473684	0.22060470324748	0.79625686284364	0.971163442453474	1	23.0971464531522
NOL12	NOL12	NOL12	196	3.50094132284183	6.53442087701389	0.0526315789473684	0.0526315789473684	0.22060470324748	0.765922084578911	0.943222955871721	1	22.2172208300284
G3BP2	G3BP2	G3BP2	194	3.46156264058724	8.39979937633573	0.0526315789473684	0.0526315789473684	0.22060470324748	0.680762184388121	0.778385074683997	1	19.746974382647
YBX3	YBX3	YBX3	188	6.24409660866999	10.6700866661078	0.0526315789473684	0.0526315789473684	0.22060470324748	0.923347062206694	0.996971712292595	1	26.7836715990274
FUS	FUS	FUS	189	5.05381111427551	9.07924558112063	0.0526315789473684	0.0526315789473684	0.22060470324748	0.833421197189877	-0.77009830143568	-1	24.1751780699391
ZC3H8	ZC3H8	ZC3H8	194	2.21841972376696	4.58387661530489	0.0526315789473684	0.0526315789473684	0.22060470324748	0.750004786389529	-0.638980123150402	-1	21.7555052900132
PCBP1	PCBP1	PCBP1	196	3.43424093563956	7.45168330684985	0.0526315789473684	0.0526315789473684	0.22060470324748	0.77329195585593	0.846617167676653	1	22.4309998304608
PUF60	PUF60	PUF60	178	3.47354782928429	6.99229006887611	0.473684210526316	0.0526315789473684	0.22060470324748	0.714264357718178	-0.676529377251513	-1	20.7187771262237
CELF1	CELF1	CELF1	189	3.0511080138759	5.49873374000056	0.0526315789473684	0.0526315789473684	0.22060470324748	0.699599863749267	0.868385979601559	1	20.2934018727513
PCBP2	PCBP2	PCBP2	197	1.53253171486886	5.81294954194131	0.0526315789473684	0.0526315789473684	0.22060470324748	0.633127997819729	-0.640812271126301	-1	18.3652421368265
EIF4G1	EIF4G1	EIF4G1	188	3.8877907428974	8.50295784281731	0.473684210526316	0.0526315789473684	0.22060470324748	0.786554858427455	0.815022753282938	1	22.815718904648
FXR1	FXR1	FXR1	189	4.97102445442879	10.1200232173569	0.0526315789473684	0.0526315789473684	0.22060470324748	0.630804145291168	-0.507461828231232	-1	18.2978337857123
PRPF6	PRPF6	PRPF6	193	2.1098538335618	6.26152007501817	0.263157894736842	0.0526315789473684	0.22060470324748	0.579335193736303	-0.539104067954047	-1	16.8048659165156
RPS3A	RPS3A	RPS3A	183	5.04314428375374	8.86201497544325	0.263157894736842	0.0526315789473684	0.22060470324748	0.835581288233874	0.888249233838679	1	24.2378361662438
HNRNPA2B1	HNRNPA2B1	HNRNPA2B1	193	1.77238688998546	4.48439944163855	0.000526315789473684	0.0526315789473684	0.22060470324748	0.75265197756589	-0.639349279165342	-1	21.8322927754881
KIF1C	KIF1C	KIF1C	195	4.07852048866197	6.95758971846334	0.0526315789473684	0.0526315789473684	0.22060470324748	0.787055865271673	0.887404724084551	1	22.8302516879682
DAZAP1	DAZAP1	DAZAP1	190	6.14450325720977	10.7640594499511	0.0526315789473684	0.0526315789473684	0.22060470324748	0.933607489451031	1.05667867813488	1	27.0812974052126
TROVE2	TROVE2	TROVE2	195	2.02547155815253	3.51020738208831	0.000526315789473684	0.105263157894737	0.391261171797418	0.686039965782546	-0.560001680699891	-1	12.3554566418432
