Pathway	#Overlap Gene	p-value	FDR	Rank
CPSF7	21	1.3828421172982946e-16	1.3620994855388203e-14	1
NAA15	21	1.3828421172982946e-16	1.3620994855388203e-14	1
SND1	20	1.958753286975143e-15	1.286247991780344e-13	3
EIF2S1	18	3.280025441970037e-13	1.0769416867801621e-11	5
ILF3	18	3.280025441970037e-13	1.0769416867801621e-11	5
KIF1C	18	3.280025441970037e-13	1.0769416867801621e-11	5
DDX6	17	3.858321743526721e-12	9.501117293434551e-11	7
TIA1	17	3.858321743526721e-12	9.501117293434551e-11	7
SLBP	16	4.242801832207332e-11	8.358319609448444e-10	9
SLTM	16	4.242801832207332e-11	8.358319609448444e-10	9
NUSAP1	15	4.347311363746956e-10	6.587848758908848e-09	12
PCBP2	15	4.347311363746956e-10	6.587848758908848e-09	12
PPIL4	15	4.347311363746956e-10	6.587848758908848e-09	12
BCLAF1	14	4.1352803196702444e-09	5.431001486500254e-08	14
PKM	14	4.1352803196702444e-09	5.431001486500254e-08	14
BUD13	13	3.636600652734918e-08	3.5820516429438943e-07	18
DDX47	13	3.636600652734918e-08	3.5820516429438943e-07	18
FAM120A	13	3.636600652734918e-08	3.5820516429438943e-07	18
PHF6	13	3.636600652734918e-08	3.5820516429438943e-07	18
RBM39	13	3.636600652734918e-08	3.5820516429438943e-07	18
AUH	12	2.942574119422434e-07	2.415362923025914e-06	22
PABPC4	12	2.942574119422434e-07	2.415362923025914e-06	22
SUPT6H	12	2.942574119422434e-07	2.415362923025914e-06	22
TARDBP	12	2.942574119422434e-07	2.415362923025914e-06	22
DNAJC21	11	2.1788334569544838e-06	1.4307673034001108e-05	27
G3BP1	11	2.1788334569544838e-06	1.4307673034001108e-05	27
HNRNPA1	11	2.1788334569544838e-06	1.4307673034001108e-05	27
MTPAP	11	2.1788334569544838e-06	1.4307673034001108e-05	27
NPM1	11	2.1788334569544838e-06	1.4307673034001108e-05	27
RBM34	11	2.1788334569544838e-06	1.4307673034001108e-05	27
DNAJC2	10	1.4669866128482743e-05	7.224909068277751e-05	35
EIF4G2	10	1.4669866128482743e-05	7.224909068277751e-05	35
KHSRP	10	1.4669866128482743e-05	7.224909068277751e-05	35
MSI2	10	1.4669866128482743e-05	7.224909068277751e-05	35
PABPC1	10	1.4669866128482743e-05	7.224909068277751e-05	35
RBM25	10	1.4669866128482743e-05	7.224909068277751e-05	35
SF3B4	10	1.4669866128482743e-05	7.224909068277751e-05	35
SUPV3L1	10	1.4669866128482743e-05	7.224909068277751e-05	35
UPF1	10	1.4669866128482743e-05	7.224909068277751e-05	35
ZC3H8	10	1.4669866128482743e-05	7.224909068277751e-05	35
AKAP8	9	8.914492208594295e-05	0.00036586561772772416	44
DDX55	9	8.914492208594295e-05	0.00036586561772772416	44
HNRNPA0	9	8.914492208594295e-05	0.00036586561772772416	44
PES1	9	8.914492208594295e-05	0.00036586561772772416	44
RBM15	9	8.914492208594295e-05	0.00036586561772772416	44
RPS10	9	8.914492208594295e-05	0.00036586561772772416	44
SNRNP200	9	8.914492208594295e-05	0.00036586561772772416	44
TRIM56	9	8.914492208594295e-05	0.00036586561772772416	44
BOP1	8	0.0004846118329928675	0.0015911421849932482	54
CCAR2	8	0.0004846118329928675	0.0015911421849932482	54
DAZAP1	8	0.0004846118329928675	0.0015911421849932482	54
DDX27	8	0.0004846118329928675	0.0015911421849932482	54
DDX3X	8	0.0004846118329928675	0.0015911421849932482	54
GPKOW	8	0.0004846118329928675	0.0015911421849932482	54
KHDRBS1	8	0.0004846118329928675	0.0015911421849932482	54
LARP7	8	0.0004846118329928675	0.0015911421849932482	54
PRPF8	8	0.0004846118329928675	0.0015911421849932482	54
SAFB2	8	0.0004846118329928675	0.0015911421849932482	54
SUB1	8	0.0004846118329928675	0.0015911421849932482	54
U2AF2	8	0.0004846118329928675	0.0015911421849932482	54
AKAP8L	7	0.0023318581688010096	0.005404424226515281	73
CELF1	7	0.0023318581688010096	0.005404424226515281	73
CPSF6	7	0.0023318581688010096	0.005404424226515281	73
DDX52	7	0.0023318581688010096	0.005404424226515281	73
DHX30	7	0.0023318581688010096	0.005404424226515281	73
EXOSC9	7	0.0023318581688010096	0.005404424226515281	73
FKBP4	7	0.0023318581688010096	0.005404424226515281	73
FUS	7	0.0023318581688010096	0.005404424226515281	73
HNRNPAB	7	0.0023318581688010096	0.005404424226515281	73
HNRNPC	7	0.0023318581688010096	0.005404424226515281	73
HSPD1	7	0.0023318581688010096	0.005404424226515281	73
IGF2BP2	7	0.0023318581688010096	0.005404424226515281	73
KRR1	7	0.0023318581688010096	0.005404424226515281	73
NELFE	7	0.0023318581688010096	0.005404424226515281	73
NUFIP2	7	0.0023318581688010096	0.005404424226515281	73
PA2G4	7	0.0023318581688010096	0.005404424226515281	73
RBFOX2	7	0.0023318581688010096	0.005404424226515281	73
RRP9	7	0.0023318581688010096	0.005404424226515281	73
SBDS	7	0.0023318581688010096	0.005404424226515281	73
SMNDC1	7	0.0023318581688010096	0.005404424226515281	73
SRFBP1	7	0.0023318581688010096	0.005404424226515281	73
SSB	7	0.0023318581688010096	0.005404424226515281	73
SUGP2	7	0.0023318581688010096	0.005404424226515281	73
TUFM	7	0.0023318581688010096	0.005404424226515281	73
UPF2	7	0.0023318581688010096	0.005404424226515281	73
ADAR	6	0.009803890084469217	0.018751129579033358	94
AKAP1	6	0.009803890084469217	0.018751129579033358	94
APOBEC3C	6	0.009803890084469217	0.018751129579033358	94
CKAP4	6	0.009803890084469217	0.018751129579033358	94
DDX19B	6	0.009803890084469217	0.018751129579033358	94
FXR1	6	0.009803890084469217	0.018751129579033358	94
G3BP2	6	0.009803890084469217	0.018751129579033358	94
HNRNPA2B1	6	0.009803890084469217	0.018751129579033358	94
PNPT1	6	0.009803890084469217	0.018751129579033358	94
PUF60	6	0.009803890084469217	0.018751129579033358	94
PUM1	6	0.009803890084469217	0.018751129579033358	94
PUS1	6	0.009803890084469217	0.018751129579033358	94
QKI	6	0.009803890084469217	0.018751129579033358	94
RPS3A	6	0.009803890084469217	0.018751129579033358	94
SART3	6	0.009803890084469217	0.018751129579033358	94
STIP1	6	0.009803890084469217	0.018751129579033358	94
TIAL1	6	0.009803890084469217	0.018751129579033358	94
TRA2A	6	0.009803890084469217	0.018751129579033358	94
AGO1	5	0.03544401285686154	0.053711311790782486	117
ATP5C1	5	0.03544401285686154	0.053711311790782486	117
CIRBP	5	0.03544401285686154	0.053711311790782486	117
CSTF2	5	0.03544401285686154	0.053711311790782486	117
DDX1	5	0.03544401285686154	0.053711311790782486	117
DDX24	5	0.03544401285686154	0.053711311790782486	117
EEF2	5	0.03544401285686154	0.053711311790782486	117
EFTUD2	5	0.03544401285686154	0.053711311790782486	117
EIF4A3	5	0.03544401285686154	0.053711311790782486	117
EIF4B	5	0.03544401285686154	0.053711311790782486	117
EWSR1	5	0.03544401285686154	0.053711311790782486	117
GRWD1	5	0.03544401285686154	0.053711311790782486	117
HNRNPL	5	0.03544401285686154	0.053711311790782486	117
HNRNPUL1	5	0.03544401285686154	0.053711311790782486	117
ILF2	5	0.03544401285686154	0.053711311790782486	117
LIN28B	5	0.03544401285686154	0.053711311790782486	117
LSM11	5	0.03544401285686154	0.053711311790782486	117
METAP2	5	0.03544401285686154	0.053711311790782486	117
NCBP2	5	0.03544401285686154	0.053711311790782486	117
PARN	5	0.03544401285686154	0.053711311790782486	117
RECQL	5	0.03544401285686154	0.053711311790782486	117
SF3B1	5	0.03544401285686154	0.053711311790782486	117
TROVE2	5	0.03544401285686154	0.053711311790782486	117
UBE2L3	5	0.03544401285686154	0.053711311790782486	117
UCHL5	5	0.03544401285686154	0.053711311790782486	117
UTP18	5	0.03544401285686154	0.053711311790782486	117
XPO5	5	0.03544401285686154	0.053711311790782486	117
AARS	4	0.10801405005600295	0.14091899245716943	141
ASCC1	4	0.10801405005600295	0.14091899245716943	141
EIF2S2	4	0.10801405005600295	0.14091899245716943	141
EIF3D	4	0.10801405005600295	0.14091899245716943	141
FTO	4	0.10801405005600295	0.14091899245716943	141
HNRNPU	4	0.10801405005600295	0.14091899245716943	141
LARP4	4	0.10801405005600295	0.14091899245716943	141
PCBP1	4	0.10801405005600295	0.14091899245716943	141
PPIG	4	0.10801405005600295	0.14091899245716943	141
PSIP1	4	0.10801405005600295	0.14091899245716943	141
RBM17	4	0.10801405005600295	0.14091899245716943	141
RCC2	4	0.10801405005600295	0.14091899245716943	141
RPS19	4	0.10801405005600295	0.14091899245716943	141
SERBP1	4	0.10801405005600295	0.14091899245716943	141
SF1	4	0.10801405005600295	0.14091899245716943	141
SRP68	4	0.10801405005600295	0.14091899245716943	141
STAU1	4	0.10801405005600295	0.14091899245716943	141
TAF15	4	0.10801405005600295	0.14091899245716943	141
