Pathway	PET rank	PET p-value	PET FDR	Average rank	Enrichr rank	Enrichr p-value	GSEA rank	GSEA p-value	ora rank	ora p-value
HNRNPK	1	0.0	0.0	1.0	1.0	3.039432319473211e-13	1	0.0	1.0	3.039432319473211e-13
HSPD1	2	0.0	0.0	2.6666666666666665	3.0	4.084949298358086e-10	2	0.0	3.0	4.084949298358086e-10
AARS	3	0.0	0.0	6.166666666666667	7.0	3.4489311622290776e-08	3	0.0	8.5	3.4489311622290776e-08
PNPT1	4	1.4794476351743795e-17	2.428759867744606e-16	6.666666666666667	6.0	3.903765964623507e-09	9	0.0010090817356205	5.0	3.903765964623507e-09
PPIL4	5	4.932562625985232e-20	8.83377124835537e-19	7.333333333333333	2.0	3.9682910683354356e-11	18	0.0030581039755351	2.0	3.9682910683354356e-11
HNRNPL	6	0.0	0.0	7.666666666666667	5.0	3.903765964623507e-09	13	0.0	5.0	3.903765964623507e-09
UTP3	7	0.0	0.0	8.666666666666666	8.0	2.803644224366207e-07	6	0.0	12.0	2.803644224366207e-07
DDX47	8	0.0	0.0	8.833333333333334	10.0	3.4489311622290776e-08	8	0.0	8.5	3.4489311622290776e-08
XRCC6	9	2.0020562844802976e-14	2.6293672536174573e-13	12.0	12.0	2.803644224366207e-07	12	0.001010101010101	12.0	2.803644224366207e-07
ESF1	10	1.5545496780597038e-15	2.3557406659827816e-14	12.166666666666666	9.0	3.4489311622290776e-08	19	0.0020387359836901	8.5	3.4489311622290776e-08
RPS19	11	0.0	0.0	15.333333333333334	18.0	2.085554830380581e-06	11	0.0	17.0	2.085554830380581e-06
DDX27	12	1.5460646532761866e-12	1.6030249299758357e-11	15.333333333333334	14.0	2.085554830380581e-06	15	0.0020325203252032	17.0	2.085554830380581e-06
PUM1	13	6.457835760874411e-13	7.067742471623661e-12	15.333333333333334	15.0	2.085554830380581e-06	14	0.0010214504596527	17.0	2.085554830380581e-06
ABCF1	14	8.467500171639094e-12	8.340487669064507e-11	17.666666666666668	13.0	2.085554830380581e-06	23	0.0071065989847715	17.0	2.085554830380581e-06
EEF2	15	1.1656443497055168e-13	1.4351996055749178e-12	17.833333333333332	11.0	3.4489311622290776e-08	34	0.0283687943262411	8.5	3.4489311622290776e-08
NAA15	16	1.8355173154889683e-11	1.6436223234151215e-10	18.166666666666668	21.0	1.410652277850468e-05	7	0.0010152284263959	26.5	1.410652277850468e-05
EIF3G	17	3.87206213672284e-13	4.487036711378821e-12	19.333333333333332	16.0	2.803644224366207e-07	30	0.0081383519837232	12.0	2.803644224366207e-07
HNRNPC	18	1.4714759165132682e-14	2.0705768253793844e-13	20.333333333333332	4.0	3.903765964623507e-09	52	0.0526315789473684	5.0	3.903765964623507e-09
PRPF8	19	0.0	0.0	21.166666666666668	32.0	1.410652277850468e-05	5	0.0	26.5	1.410652277850468e-05
EIF2S2	20	1.656534587815601e-11	1.5539872085698733e-10	22.0	22.0	2.085554830380581e-06	27	0.0112589559877175	17.0	2.085554830380581e-06
CPSF7	21	2.13601871543745e-11	1.8295464649616419e-10	22.333333333333332	17.0	2.085554830380581e-06	33	0.0133333333333333	17.0	2.085554830380581e-06
NOL12	22	2.3541176313934113e-11	1.932338222435425e-10	22.666666666666668	20.0	2.085554830380581e-06	31	0.0142131979695431	17.0	2.085554830380581e-06
EIF4A3	23	9.901737041528131e-11	7.802568788724168e-10	23.5	19.0	1.410652277850468e-05	25	0.0040733197556008	26.5	1.410652277850468e-05
RBM22	24	4.804691414768923e-10	3.5056452174425106e-09	26.166666666666668	23.0	1.410652277850468e-05	29	0.0132788559754851	26.5	1.410652277850468e-05
BUD13	25	5.836553921360289e-10	4.106432580385631e-09	27.833333333333332	25.0	1.410652277850468e-05	32	0.015228426395939	26.5	1.410652277850468e-05
SUGP2	26	4.73520781744068e-10	3.5056452174425106e-09	29.666666666666668	44.0	8.611502379831113e-05	10	0.0010224948875255	35.0	8.611502379831113e-05
PUM2	27	1.7306172689424018e-09	1.136438673272177e-08	29.833333333333332	26.0	1.410652277850468e-05	37	0.0315682281059063	26.5	1.410652277850468e-05
RTF1	28	0.0	0.0	30.333333333333332	43.0	0.0004702775639069078	4	0.0	44.0	0.0004702775639069078
PABPC1	29	1.0565550051134645e-08	5.946895314495786e-08	32.333333333333336	36.0	8.611502379831113e-05	26	0.0142421159715157	35.0	8.611502379831113e-05
APOBEC3C	30	1.7031666629746837e-08	9.320106461278131e-08	32.666666666666664	24.0	8.611502379831113e-05	39	0.020366598778004	35.0	8.611502379831113e-05
HNRNPM	31	9.672101798504605e-08	4.763510135763518e-07	33.333333333333336	39.0	0.0004702775639069078	17	0.0081799591002045	44.0	0.0004702775639069078
SF3B4	32	1.3238812236918943e-09	8.993262105769074e-09	33.5	33.0	1.410652277850468e-05	41	0.0265306122448979	26.5	1.410652277850468e-05
SND1	33	2.6938796152402834e-09	1.7119170458139866e-08	33.833333333333336	29.0	1.410652277850468e-05	46	0.0417090539165818	26.5	1.410652277850468e-05
DDX19B	34	5.5317163784216075e-09	3.302267050148656e-08	35.5	30.0	1.410652277850468e-05	50	0.0640895218718209	26.5	1.410652277850468e-05
UPF1	35	4.780745623466439e-09	2.9431465244465266e-08	35.833333333333336	27.0	1.410652277850468e-05	54	0.0588832487309644	26.5	1.410652277850468e-05
NPM1	36	3.8998975646924874e-08	2.0217890006432107e-07	37.333333333333336	35.0	8.611502379831113e-05	42	0.0366598778004073	35.0	8.611502379831113e-05
EIF4G2	37	9.676133957375825e-09	5.60646585177364e-08	38.833333333333336	28.0	1.410652277850468e-05	62	0.0876656472986748	26.5	1.410652277850468e-05
GRWD1	38	5.590731348202411e-08	2.8240360912714743e-07	39.333333333333336	34.0	8.611502379831113e-05	49	0.0467005076142131	35.0	8.611502379831113e-05
PKM	39	3.777391335736097e-07	1.7717764122381216e-06	39.666666666666664	37.0	0.0004702775639069078	38	0.025458248472505	44.0	0.0004702775639069078
AKAP1	40	3.1980357997576994e-07	1.536617201346992e-06	43.333333333333336	50.0	0.0004702775639069078	36	0.0223123732251521	44.0	0.0004702775639069078
DAZAP1	41	1.2295228126695423e-06	5.504908956724996e-06	44.333333333333336	41.0	0.0004702775639069078	48	0.0611620795107033	44.0	0.0004702775639069078
FKBP4	42	2.4089426403692023e-08	1.2825991896019806e-07	44.5	31.0	1.410652277850468e-05	76	0.1404040404040404	26.5	1.410652277850468e-05
PTBP1	43	6.019883867252076e-07	2.7579467949968816e-06	45.333333333333336	49.0	0.0004702775639069078	43	0.0364372469635627	44.0	0.0004702775639069078
CKAP4	44	4.531151901416773e-06	1.821708009345111e-05	50.666666666666664	38.0	0.0004702775639069078	70	0.1418367346938775	44.0	0.0004702775639069078
FTO	45	2.4803888709836306e-06	1.0622534947473374e-05	51.333333333333336	42.0	0.0004702775639069078	68	0.0978593272171253	44.0	0.0004702775639069078
BCLAF1	46	2.578068432240106e-06	1.0805946407474488e-05	51.666666666666664	46.0	0.0004702775639069078	65	0.1003070624360286	44.0	0.0004702775639069078
EIF4B	47	2.275722883560092e-06	9.962609068029736e-06	51.666666666666664	45.0	0.0004702775639069078	66	0.0925737538148524	44.0	0.0004702775639069078
FMR1	48	1.2557306000608731e-05	4.85056721984298e-05	52.166666666666664	54.0	0.002273136306726944	47	0.0522540983606557	55.5	0.002273136306726944
SF3B1	49	9.010782929697114e-06	3.550248474300663e-05	53.166666666666664	59.0	0.002273136306726944	45	0.0398773006134969	55.5	0.002273136306726944
NCBP2	50	0.0	0.0	53.666666666666664	75.0	0.009599824709169404	16	0.0	70.0	0.009599824709169404
NONO	51	1.7217892114945662e-05	6.522932205085183e-05	54.166666666666664	56.0	0.002273136306726944	51	0.0669371196754563	55.5	0.002273136306726944
SUPT6H	52	4.391175846342838e-06	1.8022117536032063e-05	54.666666666666664	47.0	0.0004702775639069078	73	0.1392276422764227	44.0	0.0004702775639069078
EIF3D	53	2.203478783548333e-05	8.038617043685586e-05	54.833333333333336	52.0	0.002273136306726944	57	0.0806945863125638	55.5	0.002273136306726944
NELFE	54	2.658799830685664e-05	9.353277975804924e-05	58.166666666666664	58.0	0.002273136306726944	61	0.0926680244399185	55.5	0.002273136306726944
DNAJC21	55	2.384617775007781e-05	8.541267303209689e-05	58.333333333333336	77.0	0.009599824709169404	28	0.0091277890466531	70.0	0.009599824709169404
SFPQ	56	4.3205448383648696e-05	0.00014932409353647007	59.833333333333336	55.0	0.002273136306726944	69	0.130346232179226	55.5	0.002273136306726944
DDX55	57	5.531258490991571e-05	0.0001846877835127694	61.166666666666664	51.0	0.002273136306726944	77	0.1536113936927772	55.5	0.002273136306726944
HNRNPAB	58	2.1367164545447475e-05	7.942134746138025e-05	62.333333333333336	40.0	0.0004702775639069078	103	0.3183213920163766	44.0	0.0004702775639069078
SNRNP200	59	0.00025072134082787886	0.0007371955842252557	62.666666666666664	79.0	0.03485912489141245	21	0.0081967213114754	88.0	0.03485912489141245
TFIP11	60	0.00018913700272144167	0.0005821873365019377	63.333333333333336	64.0	0.009599824709169404	56	0.070264765784114	70.0	0.009599824709169404
MAGOH	61	0.00023253046412605811	0.0006940682035277795	64.66666666666667	61.0	0.009599824709169404	63	0.0839303991811668	70.0	0.009599824709169404
PUF60	62	0.00022432625677416037	0.000679881116684763	65.0	85.0	0.03485912489141245	22	0.0071138211382113	88.0	0.03485912489141245
NUFIP2	63	0.000328559275530044	0.0009246596754202667	66.33333333333333	62.0	0.009599824709169404	67	0.1116856256463288	70.0	0.009599824709169404
SUPV3L1	64	0.0003036592625453102	0.000866969198861248	66.33333333333333	65.0	0.009599824709169404	64	0.1047812817904374	70.0	0.009599824709169404
XRN2	65	0.0001319117025207257	0.00041913879671908003	67.5	53.0	0.002273136306726944	94	0.2597137014314928	55.5	0.002273136306726944
HNRNPU	66	9.198192740095388e-05	0.0002970563884916052	68.5	66.0	0.002273136306726944	84	0.2110091743119266	55.5	0.002273136306726944
HNRNPUL1	67	0.00028753442064147666	0.0008330041303878075	69.0	78.0	0.009599824709169404	59	0.1002066115702479	70.0	0.009599824709169404
IGF2BP3	68	5.354591466752799e-05	0.00018187146878453472	69.0	48.0	0.0004702775639069078	115	0.4623983739837398	44.0	0.0004702775639069078
PCBP1	69	0.00015239334648854038	0.00047653157552765796	70.16666666666667	57.0	0.002273136306726944	98	0.2810590631364562	55.5	0.002273136306726944
SLTM	70	0.000453935895961376	0.0012595122747097332	71.33333333333333	72.0	0.009599824709169404	72	0.1438848920863309	70.0	0.009599824709169404
BOP1	71	0.0005530816123657271	0.0015132927449451146	72.0	68.0	0.009599824709169404	78	0.1668362156663275	70.0	0.009599824709169404
CELF1	72	0.0005989383936974493	0.001616313199430103	73.33333333333333	69.0	0.009599824709169404	81	0.1768292682926829	70.0	0.009599824709169404
MSI2	73	0.0006488463922619494	0.0017273343145351894	76.0	76.0	0.009599824709169404	82	0.187308085977482	70.0	0.009599824709169404
XPO5	74	0.0011520901309704191	0.0030261567440156346	78.33333333333333	70.0	0.009599824709169404	95	0.2756147540983606	70.0	0.009599824709169404
SART3	75	0.0017314481835848912	0.0044298089891717345	79.0	60.0	0.009599824709169404	107	0.3519269776876267	70.0	0.009599824709169404
SF3A3	76	0.0013280344694660748	0.003442405137958115	81.0	73.0	0.009599824709169404	100	0.301010101010101	70.0	0.009599824709169404
KIF1C	77	0.0019585737633723574	0.0048611627713179015	81.66666666666667	67.0	0.009599824709169404	108	0.3770325203252032	70.0	0.009599824709169404
PCBP2	78	0.0018683888983518646	0.004718879653529709	85.33333333333333	108.0	0.03485912489141245	60	0.0815494393476044	88.0	0.03485912489141245
SRFBP1	79	0.004961495863718317	0.01123465155347711	87.0	63.0	0.009599824709169404	128	0.5859613428280773	70.0	0.009599824709169404
DHX30	80	0.0036924016319432535	0.008763893030033987	88.33333333333333	74.0	0.009599824709169404	121	0.5172064777327935	70.0	0.009599824709169404
AKAP8	81	0.0033436201581949682	0.00813201445881986	90.0	80.0	0.009599824709169404	120	0.4943705220061412	70.0	0.009599824709169404
RBM39	82	0.005521366355459647	0.012292943883879135	92.0	97.0	0.03485912489141245	91	0.2193877551020408	88.0	0.03485912489141245
PRPF6	83	0.005616065733751889	0.012292943883879135	93.33333333333333	105.0	0.03485912489141245	87	0.2224469160768453	88.0	0.03485912489141245
EIF2S1	84	0.008591290779326207	0.018198755736852288	94.0	71.0	0.009599824709169404	141	0.7109533468559838	70.0	0.009599824709169404
EWSR1	85	0.012705806690188885	0.026073374145491775	95.0	86.0	0.03485912489141245	111	0.4036885245901639	88.0	0.03485912489141245
SRSF1	86	8.75931856900588e-05	0.00028759762634902636	96.33333333333333	181.0	0.03485912489141245	20	0.0020408163265306	88.0	0.03485912489141245
PUS1	87	0.006876273219713773	0.014724193742213187	97.66666666666667	109.0	0.03485912489141245	96	0.2611788617886179	88.0	0.03485912489141245
CIRBP	88	0.028883266888812972	0.0547115728566938	98.33333333333333	100.0	0.10668664342296795	85	0.2124874118831822	110.0	0.10668664342296795
AGO1	89	0.004732536283283699	0.010968348797728103	99.0	152.0	0.10668664342296795	35	0.0224489795918367	110.0	0.10668664342296795
BCCIP	90	0.02168488147092405	0.04271921649772038	100.33333333333333	89.0	0.03485912489141245	124	0.5511247443762781	88.0	0.03485912489141245
SF1	91	0.001974076252311838	0.0048611627713179015	101.0	169.0	0.10668664342296795	24	0.0061475409836065	110.0	0.10668664342296795
TROVE2	92	0.04491101267576982	0.07997593743240647	101.66666666666667	93.0	0.10668664342296795	102	0.3265513733468972	110.0	0.10668664342296795
NSUN2	93	0.027081678425321155	0.052304810292041835	101.66666666666667	87.0	0.03485912489141245	130	0.6149949341438703	88.0	0.03485912489141245
ILF2	94	0.12689198933706863	0.21455538888813716	103.66666666666667	84.0	0.26842395150706017	90	0.22920892494929	137.0	0.26842395150706017
LARP7	95	0.005596273090855311	0.012292943883879135	103.66666666666667	161.0	0.10668664342296795	40	0.0283975659229208	110.0	0.10668664342296795
YBX3	96	0.010326258123428193	0.021413398424372145	105.0	150.0	0.10668664342296795	55	0.0642857142857142	110.0	0.10668664342296795
SMN1	97	0.030332100523235005	0.05690039294368561	108.0	125.0	0.10668664342296795	89	0.223469387755102	110.0	0.10668664342296795
PPIG	98	0.005787389623596885	0.012528744569764685	109.0	153.0	0.03485912489141245	86	0.2279260780287474	88.0	0.03485912489141245
RRP9	99	0.06096292434742254	0.10628049642869238	112.33333333333333	117.0	0.10668664342296795	110	0.4245187436676798	110.0	0.10668664342296795
