Pathway	p-value	Combined score	Rank
HNRNPK	3.039432319473211e-13	21.188902187284082	1
PPIL4	3.9682910683354356e-11	17.807046727525698	2
HNRNPL	3.903765964623507e-09	15.431413457926784	3
HSPD1	4.084949298358086e-10	15.3058286256336	4
HNRNPC	3.903765964623507e-09	14.79668613576542	5
PNPT1	3.903765964623507e-09	13.496571531912286	6
AARS	3.4489311622290776e-08	12.332936271700092	7
UTP3	2.803644224366207e-07	12.16495408850397	8
ESF1	3.4489311622290776e-08	10.70617651012922	9
EEF2	3.4489311622290776e-08	10.630837341254006	10
DDX47	3.4489311622290776e-08	10.62417773340307	11
XRCC6	2.803644224366207e-07	9.397047248765618	12
DDX27	2.085554830380581e-06	8.797783660716341	13
EIF3G	2.803644224366207e-07	8.73857816625154	14
ABCF1	2.085554830380581e-06	8.62945714423959	15
PUM1	2.085554830380581e-06	8.329914022602743	16
CPSF7	2.085554830380581e-06	7.970762919312101	17
EIF2S2	2.085554830380581e-06	7.595554933534206	18
EIF4A3	1.410652277850468e-05	7.418748719840196	19
NOL12	2.085554830380581e-06	7.242658451592122	20
RPS19	2.085554830380581e-06	7.156497128178365	21
RBM22	1.410652277850468e-05	6.868142011234542	22
NAA15	1.410652277850468e-05	6.731044311445338	23
APOBEC3C	8.611502379831113e-05	6.320656888986905	24
UPF1	1.410652277850468e-05	5.993528646630544	25
BUD13	1.410652277850468e-05	5.900277363528333	26
EIF4G2	1.410652277850468e-05	5.816241222144141	27
SND1	1.410652277850468e-05	5.7909632762765115	28
PUM2	1.410652277850468e-05	5.714641426790724	29
DDX19B	1.410652277850468e-05	5.691380904098032	30
FKBP4	1.410652277850468e-05	5.652252219031481	31
PRPF8	1.410652277850468e-05	5.337015115009766	32
SF3B4	1.410652277850468e-05	5.012035314122444	33
GRWD1	8.611502379831113e-05	4.6935190514240395	34
PABPC1	8.611502379831113e-05	4.626651888629102	35
NPM1	8.611502379831113e-05	4.332371470650381	36
HNRNPAB	0.0004702775639069078	4.136363214205186	37
CKAP4	0.0004702775639069078	4.13458835123873	38
HNRNPM	0.0004702775639069078	4.094502521210038	39
PKM	0.0004702775639069078	4.086918516791897	40
DAZAP1	0.0004702775639069078	4.080459147223232	41
SUGP2	8.611502379831113e-05	3.9736152614078297	42
FTO	0.0004702775639069078	3.7794834643124484	43
RTF1	0.0004702775639069078	3.730142510309013	44
BCLAF1	0.0004702775639069078	3.708038295365871	45
EIF4B	0.0004702775639069078	3.7072732527288244	46
SUPT6H	0.0004702775639069078	3.5616831621723914	47
PTBP1	0.0004702775639069078	3.376201159950738	48
IGF2BP3	0.0004702775639069078	3.295015649010551	49
AKAP1	0.0004702775639069078	3.135220090940958	50
DDX55	0.002273136306726944	2.459435845919653	51
EIF3D	0.002273136306726944	2.3448556999451693	52
XRN2	0.002273136306726944	2.214402820466523	53
SFPQ	0.002273136306726944	2.071360654894078	54
FMR1	0.002273136306726944	2.066205099168846	55
PCBP1	0.002273136306726944	1.9756545755689539	56
NONO	0.002273136306726944	1.7793226597353566	57
NELFE	0.002273136306726944	1.5407562430060422	58
SART3	0.009599824709169404	1.508691228924596	59
NUFIP2	0.009599824709169404	1.3820584021184787	60
BOP1	0.009599824709169404	1.381875341666741	61
SUPV3L1	0.009599824709169404	1.3741688595750026	62
SF3B1	0.002273136306726944	1.3669200565380932	63
KIF1C	0.009599824709169404	1.3323222062106217	64
HNRNPU	0.002273136306726944	1.3188912846538625	65
MAGOH	0.009599824709169404	1.3012822654248897	66
SRFBP1	0.009599824709169404	1.2558917613282847	67
TFIP11	0.009599824709169404	1.2036744297925126	68
NCBP2	0.009599824709169404	1.1413827508808594	69
EIF2S1	0.009599824709169404	1.1337796385996526	70
CELF1	0.009599824709169404	1.1249094515458848	71
XPO5	0.009599824709169404	1.1063892727699507	72
SLTM	0.009599824709169404	0.9398256733783746	73
DHX30	0.009599824709169404	0.9150442000094663	74
SF3A3	0.009599824709169404	0.8920578357470377	75
MSI2	0.009599824709169404	0.740246528201145	76
HNRNPUL1	0.009599824709169404	0.6702349659592151	77
DNAJC21	0.009599824709169404	0.6568204011883239	78
AKAP8	0.009599824709169404	0.6269642754298884	79
SNRNP200	0.03485912489141245	0.5205657583219478	80
RPS10	0.26842395150706017	0.508053257336867	81
UTP18	0.26842395150706017	0.49527041452764886	82
NSUN2	0.03485912489141245	0.48920501073551126	83
BCCIP	0.03485912489141245	0.48709374886293794	84
ILF2	0.26842395150706017	0.46927295603642194	85
EWSR1	0.03485912489141245	0.4652213118672747	86
PUF60	0.03485912489141245	0.4648726136913998	87
GTF2F1	0.26842395150706017	0.4647149140717449	88
ATP5C1	0.26842395150706017	0.45868262869098886	89
ILF3	0.26842395150706017	0.44144097959081924	90
PUS1	0.03485912489141245	0.43583102047184746	91
RBM25	0.26842395150706017	0.4328539948762785	92
FUS	0.26842395150706017	0.42417353962444804	93
RBM15	0.26842395150706017	0.42287082246342095	94
HNRNPA1	0.5388029867385493	0.4082348604257062	95
TROVE2	0.10668664342296795	0.4027571419459585	96
PABPC4	0.5388029867385493	0.3959725810728915	97
CIRBP	0.10668664342296795	0.3923110984345862	98
RBM39	0.03485912489141245	0.3871224001741769	99
SUB1	0.5388029867385493	0.38504869735248304	100
KHDRBS1	0.5388029867385493	0.3834872926035583	101
SLBP	0.5388029867385493	0.38278682722317703	102
FIP1L1	0.26842395150706017	0.37705624691020434	103
RBFOX2	0.26842395150706017	0.3709622040582687	104
PCBP2	0.03485912489141245	0.3659683414061516	105
U2AF1	0.26842395150706017	0.36465245790603545	106
SBDS	0.5388029867385493	0.35432244887049114	107
PRPF6	0.03485912489141245	0.34885575762420545	108
SUCLG1	0.10668664342296795	0.34478898429992194	109
FASTKD2	0.26842395150706017	0.3385340142457937	110
ADAR	0.5388029867385493	0.33810304066692604	111
UCHL5	0.26842395150706017	0.33211439040441176	112
LIN28B	0.26842395150706017	0.3251984042177071	113
SSRP1	0.26842395150706017	0.3227710650037397	114
RECQL	0.10668664342296795	0.3188012633877743	115
NUSAP1	0.26842395150706017	0.3118596726813086	116
RCC2	0.26842395150706017	0.3107241365831933	117
AUH	0.5388029867385493	0.3085852451469979	118
EIF4G1	0.26842395150706017	0.3064201345171057	119
FAM120A	0.5388029867385493	0.3044861634607362	120
AKAP8L	0.26842395150706017	0.3036787461650982	121
FXR1	0.26842395150706017	0.2969210565191494	122
DDX52	0.5388029867385493	0.29662469938816993	123
CSTF2T	0.10668664342296795	0.28761891825204144	124
PHF6	0.10668664342296795	0.2816088394757092	125
RRP9	0.10668664342296795	0.27908176973148585	126
HLTF	0.26842395150706017	0.278105111008358	127
DKC1	0.03485912489141245	0.27672947403090986	128
TAF15	0.5388029867385493	0.2760233108094608	129
GRSF1	0.26842395150706017	0.27311317710484595	130
SMN1	0.10668664342296795	0.26987399891457015	131
DDX28	0.10668664342296795	0.26979086042792216	132
RBM34	0.5388029867385493	0.26863150477150594	133
U2AF2	0.26842395150706017	0.26652379506164836	134
PSIP1	0.5388029867385493	0.26345557859865604	135
LSM11	0.26842395150706017	0.2574085945993035	136
SRSF5	0.5388029867385493	0.2564053297098987	137
G3BP1	0.5388029867385493	0.25491281186372766	138
RAVER1	0.26842395150706017	0.25101526829238247	139
SSB	0.5388029867385493	0.24469837777017908	140
SAFB2	0.5388029867385493	0.2426109745473002	141
UPF2	0.5388029867385493	0.242401426869203	142
RBM17	0.26842395150706017	0.23810374493190634	143
IGF2BP2	0.5388029867385493	0.22900948405393054	144
SERBP1	0.5388029867385493	0.22863448547418896	145
RPS3A	0.5388029867385493	0.22860934370539074	146
METAP2	0.5388029867385493	0.22624783327293338	147
PPIG	0.03485912489141245	0.20969749769560247	148
PARN	0.10668664342296795	0.20658046325652404	149
YBX3	0.10668664342296795	0.2015896293560924	150
TIA1	0.10668664342296795	0.19685478929697542	151
XRCC5	0.10668664342296795	0.18667274521618518	152
AGO1	0.10668664342296795	0.18588968887665816	153
GEMIN5	0.03485912489141245	0.18410114439083863	154
HNRNPA0	0.10668664342296795	0.17603160087941422	155
LARP7	0.10668664342296795	0.16953775534626778	156
STAU1	0.10668664342296795	0.16661609899901744	157
HNRNPA2B1	0.10668664342296795	0.15068724649725362	158
DDX1	0.10668664342296795	0.15026874127362974	159
DDX24	0.8371000006842522	0.1412395346872477	160
TBRG4	0.8371000006842522	0.1365780011793532	161
TARDBP	0.8371000006842522	0.13248969354801937	162
ZC3H8	0.8371000006842522	0.13153301135315656	163
G3BP2	0.8371000006842522	0.12636018392728027	164
SRP68	0.8371000006842522	0.125861278579345	165
DNAJC2	0.10668664342296795	0.1250524589606225	166
CCAR1	0.8371000006842522	0.12487956849031899	167
SMNDC1	0.8371000006842522	0.12330135780782665	168
UBE2L3	0.8371000006842522	0.12249840217665285	169
QKI	0.8371000006842522	0.12062130444394425	170
CPSF6	0.8371000006842522	0.11787416087219418	171
FUBP3	0.8371000006842522	0.11665209001261684	172
TUFM	0.8371000006842522	0.11508175594493644	173
EXOSC9	0.8371000006842522	0.10030248241697245	174
CCAR2	0.10668664342296795	0.09921531499709528	175
TIAL1	0.8371000006842522	0.09901651299222501	176
CSTF2	0.8371000006842522	0.09663703077062362	177
TRA2A	0.8371000006842522	0.09623735281885022	178
MATR3	0.8371000006842522	0.09620216224540197	179
KRR1	0.03485912489141245	0.0863489266181053	180
MTPAP	0.10668664342296795	0.08416848811191209	181
SF1	0.10668664342296795	0.07720577941751676	182
EFTUD2	0.03485912489141245	0.06977032656054727	183
SRSF1	0.03485912489141245	0.06575438994887489	184
LARP4	0.10668664342296795	0.06360706954968447	185
GPKOW	0.10668664342296795	0.05210402490581893	186
ZRANB2	0.10668664342296795	0.04887306628808063	187
CNOT7	0.03485912489141245	0.04079173845828758	188
AATF	0.10668664342296795	0.030134884027768215	189
DDX6	0.03485912489141245	0.021054128665709246	190
TRIM56	1.0	0.0	191
STIP1	1.0	0.0	192
PES1	1.0	0.0	193
PA2G4	1.0	0.0	194
KHSRP	1.0	0.0	195
DDX3X	1.0	0.0	196
ASCC1	1.0	0.0	197
